id,mode,language,level,scenario,prompt
tutor_auto_0185,tutor,german,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in German, include register differences and 2 practice sentences."
tutor_auto_0186,tutor,yoruba,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0187,tutor,german,intermediate,how are you? (to a stranger),Explain the phrase 'How are you?' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0188,tutor,german,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in German, include register differences and 2 practice sentences."
tutor_auto_0189,tutor,german,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in German, include register differences and 2 practice sentences."
tutor_auto_0190,tutor,hausa,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0191,tutor,vietnamese,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0192,tutor,swahili,beginner,thank you (in the morning),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0193,tutor,spanish,beginner,good morning (in a shop),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0194,tutor,hausa,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0195,tutor,spanish,advanced,good morning (casual),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0196,tutor,swahili,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0197,tutor,igbo,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0198,tutor,hausa,beginner,hello (at school),"Teach how to say 'Hello' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0199,tutor,hausa,intermediate,hello (in the morning),Explain the phrase 'Hello' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0200,tutor,spanish,beginner,how are you? (at school),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0201,tutor,portuguese,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0202,tutor,hausa,advanced,hello (at school),"Provide advanced usage of 'Hello' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0203,tutor,vietnamese,advanced,thank you (formal),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0204,tutor,french,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0205,tutor,igbo,advanced,i am learning (in a shop),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0206,tutor,igbo,beginner,hello (to a stranger),"Teach how to say 'Hello' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0207,tutor,igbo,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0208,tutor,swahili,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0209,tutor,vietnamese,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0210,tutor,arabic,advanced,hello (casual),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0211,tutor,french,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0212,tutor,igbo,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0213,tutor,spanish,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0214,tutor,vietnamese,intermediate,hello (in a shop),Explain the phrase 'Hello' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0215,tutor,french,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0216,tutor,yoruba,beginner,how are you? (at school),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0217,tutor,hausa,intermediate,how are you? (to a stranger),Explain the phrase 'How are you?' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0218,tutor,french,intermediate,hello (casual),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0219,tutor,swahili,beginner,hello (to a stranger),"Teach how to say 'Hello' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0220,tutor,swahili,advanced,thank you (to a stranger),"Provide advanced usage of 'Thank you' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0221,tutor,swahili,beginner,how are you? (formal),"Teach how to say 'How are you?' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0222,tutor,yoruba,advanced,hello (to a stranger),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0223,tutor,yoruba,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0224,tutor,french,intermediate,i am learning (in the morning),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0225,tutor,igbo,beginner,hello (in a shop),"Teach how to say 'Hello' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0226,tutor,spanish,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0227,tutor,hausa,beginner,thank you (at school),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0228,tutor,arabic,beginner,hello (in the morning),"Teach how to say 'Hello' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0229,tutor,swahili,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0230,tutor,swahili,advanced,hello (in a shop),"Provide advanced usage of 'Hello' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0231,tutor,arabic,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0232,tutor,hausa,beginner,thank you (to an elder),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0233,tutor,swahili,beginner,thank you (at school),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0234,tutor,igbo,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0235,tutor,yoruba,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0236,tutor,igbo,advanced,how are you? (to an elder),"Provide advanced usage of 'How are you?' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0237,tutor,spanish,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0238,tutor,french,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0239,tutor,french,advanced,hello (at school),"Provide advanced usage of 'Hello' in French, include register differences and 2 practice sentences."
tutor_auto_0240,tutor,hausa,beginner,thank you (at school),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0241,tutor,portuguese,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0242,tutor,german,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in German, include register differences and 2 practice sentences."
tutor_auto_0243,tutor,hausa,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0244,tutor,swahili,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0245,tutor,arabic,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0246,tutor,yoruba,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0247,tutor,portuguese,beginner,hello (to an elder),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0248,tutor,yoruba,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0249,tutor,yoruba,intermediate,hello (at school),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0250,tutor,swahili,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0251,tutor,german,beginner,hello (to an elder),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0252,tutor,spanish,intermediate,hello (to a friend),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0253,tutor,swahili,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0254,tutor,hausa,intermediate,good morning (formal),Explain the phrase 'Good morning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0255,tutor,yoruba,beginner,good morning (to a friend),"Teach how to say 'Good morning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0256,tutor,portuguese,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0257,tutor,yoruba,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0258,tutor,french,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0259,tutor,hausa,intermediate,hello (in the morning),Explain the phrase 'Hello' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0260,tutor,igbo,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0261,tutor,spanish,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0262,tutor,portuguese,beginner,good morning (casual),"Teach how to say 'Good morning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0263,tutor,swahili,beginner,i am learning (at school),"Teach how to say 'I am learning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0264,tutor,portuguese,beginner,hello (in the morning),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0265,tutor,french,intermediate,hello (at school),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0266,tutor,yoruba,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0267,tutor,french,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0268,tutor,portuguese,intermediate,i am learning (casual),Explain the phrase 'I am learning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0269,tutor,arabic,beginner,hello (casual),"Teach how to say 'Hello' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0270,tutor,yoruba,intermediate,hello (at school),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0271,tutor,yoruba,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0272,tutor,portuguese,beginner,good morning (at school),"Teach how to say 'Good morning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0273,tutor,swahili,beginner,thank you (formal),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0274,tutor,spanish,beginner,good morning (formal),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0275,tutor,hausa,beginner,thank you (at school),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0276,tutor,portuguese,beginner,how are you? (at school),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0277,tutor,yoruba,intermediate,hello (in the morning),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0278,tutor,spanish,intermediate,i am learning (to an elder),Explain the phrase 'I am learning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0279,tutor,hausa,beginner,thank you (to a stranger),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0280,tutor,swahili,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0281,tutor,spanish,beginner,how are you? (in the morning),"Teach how to say 'How are you?' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0282,tutor,igbo,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0283,tutor,yoruba,intermediate,thank you (formal),Explain the phrase 'Thank you' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0284,tutor,hausa,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0285,tutor,swahili,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0286,tutor,hausa,advanced,hello (to a stranger),"Provide advanced usage of 'Hello' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0287,tutor,swahili,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0288,tutor,german,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in German, include register differences and 2 practice sentences."
tutor_auto_0289,tutor,yoruba,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0290,tutor,igbo,advanced,hello (formal),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0291,tutor,german,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in German, include register differences and 2 practice sentences."
tutor_auto_0292,tutor,vietnamese,beginner,good morning (casual),"Teach how to say 'Good morning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0293,tutor,hausa,beginner,hello (in a shop),"Teach how to say 'Hello' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0294,tutor,yoruba,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0295,tutor,yoruba,intermediate,hello (in a shop),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0296,tutor,french,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0297,tutor,igbo,intermediate,how are you? (at school),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0298,tutor,arabic,beginner,thank you (casual),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0299,tutor,yoruba,beginner,how are you? (formal),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0300,tutor,german,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in German, include register differences and 2 practice sentences."
tutor_auto_0301,tutor,german,beginner,thank you (at school),"Teach how to say 'Thank you' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0302,tutor,german,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0303,tutor,french,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0304,tutor,igbo,advanced,hello (formal),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0305,tutor,vietnamese,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0306,tutor,arabic,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0307,tutor,yoruba,advanced,hello (to a stranger),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0308,tutor,igbo,beginner,thank you (to an elder),"Teach how to say 'Thank you' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0309,tutor,vietnamese,beginner,thank you (at school),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0310,tutor,swahili,intermediate,good morning (casual),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0311,tutor,portuguese,beginner,hello (at school),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0312,tutor,hausa,advanced,thank you (at school),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0313,tutor,hausa,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0314,tutor,spanish,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0315,tutor,yoruba,advanced,thank you (at school),"Provide advanced usage of 'Thank you' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0316,tutor,spanish,beginner,i am learning (at school),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0317,tutor,hausa,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0318,tutor,igbo,intermediate,hello (to a friend),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0319,tutor,vietnamese,advanced,thank you (to a stranger),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0320,tutor,arabic,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0321,tutor,arabic,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0322,tutor,arabic,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0323,tutor,portuguese,intermediate,hello (to a friend),Explain the phrase 'Hello' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0324,tutor,french,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in French, include register differences and 2 practice sentences."
tutor_auto_0325,tutor,german,beginner,good morning (to an elder),"Teach how to say 'Good morning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0326,tutor,vietnamese,beginner,how are you? (at school),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0327,tutor,yoruba,beginner,good morning (casual),"Teach how to say 'Good morning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0328,tutor,french,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0329,tutor,vietnamese,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0330,tutor,vietnamese,beginner,hello (at school),"Teach how to say 'Hello' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0331,tutor,portuguese,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0332,tutor,spanish,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0333,tutor,yoruba,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0334,tutor,vietnamese,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0335,tutor,french,beginner,how are you? (formal),"Teach how to say 'How are you?' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0336,tutor,spanish,intermediate,hello (in a shop),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0337,tutor,spanish,intermediate,hello (at school),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0338,tutor,german,advanced,good morning (in a shop),"Provide advanced usage of 'Good morning' in German, include register differences and 2 practice sentences."
tutor_auto_0339,tutor,vietnamese,intermediate,how are you? (at school),Explain the phrase 'How are you?' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0340,tutor,yoruba,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0341,tutor,yoruba,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0342,tutor,vietnamese,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0343,tutor,igbo,advanced,hello (in a shop),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0344,tutor,vietnamese,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0345,tutor,vietnamese,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0346,tutor,vietnamese,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0347,tutor,swahili,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0348,tutor,german,advanced,hello (to a stranger),"Provide advanced usage of 'Hello' in German, include register differences and 2 practice sentences."
tutor_auto_0349,tutor,yoruba,advanced,hello (in a shop),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0350,tutor,vietnamese,intermediate,thank you (casual),Explain the phrase 'Thank you' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0351,tutor,portuguese,advanced,hello (at school),"Provide advanced usage of 'Hello' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0352,tutor,german,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0353,tutor,spanish,advanced,how are you? (in the morning),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0354,tutor,spanish,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0355,tutor,igbo,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0356,tutor,french,intermediate,hello (in the morning),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0357,tutor,arabic,beginner,good morning (at school),"Teach how to say 'Good morning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0358,tutor,french,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0359,tutor,swahili,beginner,good morning (at school),"Teach how to say 'Good morning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0360,tutor,portuguese,intermediate,good morning (casual),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0361,tutor,spanish,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0362,tutor,hausa,advanced,thank you (at school),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0363,tutor,swahili,intermediate,how are you? (to an elder),Explain the phrase 'How are you?' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0364,tutor,german,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0365,tutor,swahili,advanced,how are you? (casual),"Provide advanced usage of 'How are you?' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0366,tutor,igbo,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0367,tutor,portuguese,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0368,tutor,igbo,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0369,tutor,vietnamese,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0370,tutor,igbo,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0371,tutor,german,beginner,hello (to an elder),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
